1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd
1405,0.0,2.0,No,0,Unf,1405,0.0,478,RFn,2003.0,1405,Gd,3136,69.0,163.0,36,5,7,1405,0.0,2003,2003
1378,994.0,4.0,No,0,Unf,994,0.0,432,RFn,1985.0,2372,TA,6600,60.0,0.0,287,4,5,994,0.0,1892,1965
858,0.0,2.0,Av,685,GLQ,173,0.0,576,Unf,1983.0,858,TA,7252,69.0,0.0,0,5,5,858,120.0,1982,1982
1048,0.0,3.0,No,580,BLQ,333,0.0,288,Unf,1962.0,1558,TA,10930,60.0,0.0,0,6,5,913,0.0,1945,1950
1453,0.0,3.0,Gd,1082,GLQ,371,0.0,445,RFn,1986.0,1453,Gd,5271,69.0,0.0,80,5,7,1453,0.0,1986,1986
959,408.0,3.0,No,425,LwQ,459,0.0,560,Unf,1978.0,1367,TA,6240,52.0,0.0,0,6,6,884,0.0,1931,1950
888,0.0,3.0,No,386,LwQ,342,0.0,312,Unf,1942.0,1644,Gd,9480,79.0,224.0,0,7,5,728,0.0,1942,1995
1004,0.0,2.0,No,578,ALQ,426,0.0,480,Fin,1970.0,1004,TA,11241,69.0,180.0,0,7,6,1004,0.0,1970,1970
792,0.0,2.0,No,0,Unf,768,0.0,240,Unf,1924.0,792,Gd,9022,52.0,0.0,0,8,5,768,0.0,1924,2006
625,625.0,2.0,No,0,Unf,625,0.0,528,RFn,2006.0,1250,Gd,4251,35.0,0.0,54,5,7,625,0.0,2006,2007
894,0.0,2.0,Av,777,Rec,117,0.0,600,RFn,1985.0,894,TA,7200,60.0,0.0,0,5,5,894,0.0,1972,1972
1466,1362.0,4.0,Gd,1150,GLQ,316,0.0,1052,RFn,2006.0,2828,Gd,9965,77.0,340.0,144,5,8,1466,0.0,2006,2007
804,744.0,3.0,No,556,Unf,248,0.0,440,Unf,1976.0,1548,Gd,2308,24.0,0.0,0,6,6,804,0.0,1976,1976
1056,0.0,3.0,No,846,Rec,210,0.0,308,RFn,1958.0,1056,TA,8176,70.0,0.0,0,6,5,1056,0.0,1958,1992
1689,0.0,3.0,No,1218,GLQ,350,0.0,857,RFn,2002.0,1689,Gd,13265,69.0,148.0,59,5,8,1568,0.0,2002,2002
1718,0.0,3.0,Gd,1288,GLQ,417,0.0,826,RFn,2007.0,1718,Gd,10637,79.0,336.0,44,5,8,1705,0.0,2007,2008
1238,1281.0,4.0,Gd,965,GLQ,245,0.0,628,RFn,1989.0,2519,Gd,26178,42.0,293.0,27,5,7,1210,0.0,1989,1990
480,0.0,3.0,Av,50,BLQ,430,0.0,308,Unf,1958.0,480,TA,9000,50.0,0.0,0,3,2,480,0.0,1949,1950
1699,748.0,4.0,No,0,Unf,804,42.0,336,Unf,1969.0,2447,Gd,9638,50.0,0.0,0,7,6,804,0.0,1919,1990
1094,0.0,3.0,Mn,500,Rec,594,0.0,495,Unf,1953.0,1094,TA,10452,85.0,216.0,0,5,6,1094,0.0,1953,1953
848,0.0,3.0,Mn,662,GLQ,186,0.0,420,RFn,2004.0,848,Gd,4435,37.0,169.0,0,5,6,848,0.0,2004,2004
1656,0.0,3.0,Gd,639,BLQ,441,0.0,528,Fin,1960.0,1656,TA,31770,141.0,112.0,62,5,6,1080,0.0,1960,1960
864,0.0,2.0,No,612,Rec,252,0.0,300,Unf,2008.0,864,TA,9100,70.0,0.0,0,6,6,864,0.0,1959,1959
1614,0.0,3.0,Av,20,GLQ,1594,0.0,865,RFn,2005.0,1614,Gd,11210,86.0,240.0,59,5,7,1614,0.0,2005,2006
864,0.0,3.0,No,0,Unf,864,0.0,280,Unf,1972.0,864,TA,9353,71.0,0.0,0,5,4,864,0.0,1970,1970
848,0.0,1.0,Av,662,GLQ,186,0.0,420,Unf,2004.0,848,Gd,4426,69.0,169.0,0,5,6,848,0.0,2004,2004
905,881.0,3.0,No,648,GLQ,176,0.0,684,RFn,1997.0,1786,Gd,9337,69.0,0.0,162,5,6,824,0.0,1997,1997
1168,800.0,3.0,Av,562,Unf,29,0.0,530,RFn,1969.0,1968,TA,11075,69.0,232.0,189,4,5,784,0.0,1969,1969
894,0.0,3.0,No,552,Unf,342,0.0,400,Unf,1999.0,894,TA,9450,68.0,0.0,0,5,4,894,0.0,1954,1954
802,670.0,3.0,No,0,Unf,384,0.0,402,RFn,1991.0,1472,Gd,10784,69.0,76.0,0,5,7,384,0.0,1991,1992
1114,0.0,3.0,No,814,GLQ,300,0.0,576,Unf,2004.0,1114,Gd,13695,66.0,0.0,78,5,6,1114,0.0,2003,2004
1630,0.0,3.0,No,0,Unf,1630,0.0,451,Unf,2000.0,1630,Gd,9750,75.0,171.0,234,5,7,1630,0.0,2000,2001
612,612.0,3.0,Av,0,Unf,612,0.0,528,RFn,2009.0,1224,Gd,3951,40.0,76.0,234,5,6,612,0.0,2009,2009
904,0.0,2.0,No,0,Unf,884,0.0,180,Unf,1926.0,904,TA,6000,50.0,0.0,0,7,6,884,0.0,1926,2004
1360,1360.0,3.0,No,1036,Unf,140,0.0,795,Unf,1918.0,3112,Gd,25419,174.0,0.0,16,4,8,1360,0.0,1918,1990
649,668.0,3.0,No,0,Unf,649,0.0,250,Unf,1920.0,1317,TA,8500,50.0,0.0,54,4,4,649,0.0,1920,1950
953,711.0,3.0,No,0,Unf,953,0.0,460,RFn,2000.0,1664,TA,8121,69.0,0.0,40,5,6,953,0.0,2000,2000
2028,0.0,2.0,Gd,1460,GLQ,408,0.0,880,RFn,2005.0,2028,Gd,11443,88.0,208.0,66,5,8,1868,0.0,2005,2006
708,708.0,3.0,No,404,ALQ,304,0.0,776,RFn,1968.0,1416,TA,11700,90.0,420.0,169,6,6,708,0.0,1968,1968
1327,0.0,3.0,No,405,Rec,658,0.0,624,Unf,1974.0,1327,Gd,7388,75.0,0.0,0,6,5,1063,0.0,1959,2002
1968,1479.0,4.0,Mn,192,Rec,536,0.0,1014,Unf,1982.0,3447,Gd,14100,69.0,632.0,12,9,8,728,0.0,1935,1997
876,540.0,4.0,Mn,0,Unf,876,0.0,720,Unf,1949.0,1416,TA,12665,100.0,0.0,0,8,5,876,0.0,1915,1950
1212,0.0,3.0,No,0,Unf,1212,0.0,573,RFn,2001.0,1212,Gd,9100,70.0,0.0,0,5,7,1212,0.0,2001,2001
864,0.0,2.0,No,41,BLQ,823,0.0,0,None,1980.0,864,TA,8248,45.0,0.0,0,3,3,864,0.0,1914,1950
938,1215.0,4.0,No,259,LwQ,425,0.0,0,None,1980.0,2358,TA,5250,50.0,0.0,54,5,8,684,0.0,1872,1987
684,876.0,3.0,Av,0,Unf,684,0.0,400,Fin,2005.0,1560,Gd,11911,122.0,0.0,38,5,6,684,0.0,2005,2005
1054,0.0,3.0,Gd,763,GLQ,173,0.0,480,RFn,1963.0,1054,Gd,8800,80.0,156.0,0,7,6,936,0.0,1963,1963
1092,0.0,2.0,No,895,Rec,197,0.0,299,Fin,1957.0,1092,TA,14850,69.0,0.0,0,5,5,1092,0.0,1957,1957
1357,0.0,2.0,Av,719,ALQ,300,0.0,312,RFn,1959.0,1357,Ex,11512,124.0,84.0,0,7,6,1019,0.0,1959,2006
2069,574.0,3.0,Av,0,Unf,2153,0.0,694,Fin,2006.0,2643,Ex,13693,105.0,772.0,84,5,9,2153,0.0,2006,2006
1001,1001.0,3.0,No,284,BLQ,717,0.0,871,Unf,1949.0,2002,TA,6270,82.0,0.0,0,6,5,1001,0.0,1949,1950
1085,649.0,3.0,No,600,Rec,312,0.0,440,Unf,1962.0,1734,Gd,9786,77.0,0.0,0,7,6,912,0.0,1962,1981
1848,880.0,4.0,No,1410,GLQ,438,0.0,706,Fin,2006.0,2728,Ex,20431,56.0,870.0,0,5,9,1848,0.0,2005,2006
912,1182.0,4.0,No,0,Unf,912,0.0,615,Fin,2003.0,2094,Gd,9375,75.0,0.0,182,5,7,912,0.0,2003,2004
672,252.0,3.0,Mn,0,Unf,672,0.0,576,Unf,2003.0,924,TA,8064,60.0,0.0,0,7,5,672,0.0,1949,2006
904,0.0,1.0,Gd,350,BLQ,333,0.0,0,None,1980.0,904,Fa,10020,69.0,0.0,0,1,1,683,0.0,1922,1950
1032,0.0,4.0,No,0,Unf,360,0.0,672,Unf,1999.0,1812,Gd,7630,76.0,0.0,0,9,5,360,344.0,1900,1996
1096,895.0,3.0,Mn,297,Rec,0,0.0,432,Unf,1977.0,1991,TA,11275,69.0,480.0,0,7,6,854,0.0,1932,1950
866,913.0,3.0,Av,0,Unf,866,0.0,546,RFn,1998.0,1779,Gd,10400,80.0,0.0,36,5,7,866,0.0,1998,1998
954,0.0,2.0,No,0,Unf,920,0.0,240,Unf,1938.0,954,Fa,6305,50.0,0.0,0,7,5,920,0.0,1938,1950
864,0.0,3.0,Mn,360,Rec,504,0.0,288,RFn,1972.0,864,TA,9560,120.0,0.0,0,7,5,864,0.0,1972,1972
894,0.0,3.0,No,762,ALQ,102,0.0,440,Unf,1974.0,894,TA,13350,100.0,0.0,0,5,5,864,0.0,1974,1974
877,600.0,3.0,No,0,Unf,861,0.0,216,Unf,1928.0,1477,TA,6292,52.0,0.0,50,7,7,861,0.0,1928,1950
2129,743.0,4.0,No,700,GLQ,983,0.0,541,Fin,1992.0,2872,Gd,10678,85.0,337.0,33,5,8,1683,0.0,1992,2000
988,0.0,3.0,No,827,Rec,161,0.0,572,Unf,1963.0,988,TA,9945,69.0,57.0,0,5,5,988,0.0,1961,1961
1512,1142.0,4.0,Mn,619,BLQ,435,0.0,619,Unf,1968.0,2654,Gd,11029,69.0,220.0,65,7,6,1054,0.0,1968,1984
858,0.0,3.0,No,614,BLQ,244,0.0,0,None,1980.0,858,TA,8125,69.0,0.0,0,4,4,858,0.0,1971,1971
1040,0.0,2.0,None,0,Unf,0,0.0,420,Unf,1950.0,1040,TA,7200,60.0,0.0,29,5,4,0,0.0,1950,1950
1143,1330.0,4.0,Av,0,Unf,1143,0.0,852,Unf,2004.0,2473,Gd,9591,76.0,344.0,151,5,8,1143,0.0,2004,2005
1276,804.0,3.0,No,0,Unf,1276,0.0,282,Unf,1926.0,2080,Gd,10918,53.0,0.0,0,9,7,1276,0.0,1926,2004
1040,0.0,2.0,None,0,Unf,0,0.0,400,Unf,1949.0,1040,TA,8544,60.0,0.0,0,4,3,0,0.0,1950,1950
936,0.0,2.0,No,0,Unf,936,112.0,576,Unf,1974.0,936,TA,6000,60.0,0.0,32,4,4,936,0.0,1953,1953
1768,0.0,4.0,No,0,Unf,1768,0.0,0,None,1980.0,1768,TA,10778,72.0,0.0,0,5,4,1768,0.0,1968,1968
728,728.0,3.0,No,0,Unf,728,0.0,400,Unf,2005.0,1456,Gd,8029,51.0,0.0,24,5,6,728,100.0,2005,2005
996,0.0,3.0,No,290,BLQ,706,0.0,0,None,1980.0,996,TA,13907,63.0,0.0,0,6,5,996,0.0,1940,1969
1328,1203.0,4.0,Av,56,LwQ,1198,0.0,752,RFn,1995.0,2531,Gd,12257,65.0,513.0,98,5,8,1318,0.0,1995,1995
1523,0.0,3.0,No,644,ALQ,549,0.0,478,Fin,1976.0,1523,TA,11361,104.0,160.0,0,5,6,1193,0.0,1976,1976
1425,0.0,3.0,No,490,Unf,935,0.0,576,RFn,1964.0,1425,TA,10175,100.0,272.0,0,5,6,1425,0.0,1964,1964
882,0.0,2.0,None,0,None,0,0.0,308,Unf,1956.0,882,TA,12702,70.0,0.0,45,5,5,0,0.0,1956,1956
1567,0.0,2.0,Gd,1567,ALQ,0,0.0,714,RFn,1977.0,1567,Gd,9819,69.0,0.0,32,5,6,1567,0.0,1977,1977
1319,0.0,3.0,No,428,BLQ,0,0.0,270,Unf,1953.0,1319,TA,10634,79.0,0.0,0,6,5,608,0.0,1953,1953
2036,0.0,3.0,Gd,1236,ALQ,80,0.0,513,RFn,1965.0,2036,TA,215245,150.0,0.0,0,5,7,2136,0.0,1965,1965
1012,778.0,4.0,No,247,Rec,485,0.0,484,RFn,1972.0,1790,TA,10400,80.0,288.0,0,5,6,732,0.0,1972,1972
1554,0.0,2.0,Mn,24,GLQ,1530,0.0,627,RFn,2006.0,1554,Gd,4590,34.0,108.0,73,5,8,1554,0.0,2006,2006
790,784.0,3.0,Mn,712,GLQ,84,0.0,566,Fin,1976.0,1574,TA,18800,69.0,120.0,111,5,6,796,0.0,1976,1976
1149,1141.0,4.0,Mn,0,Unf,1128,0.0,779,Unf,2002.0,2290,Gd,11250,69.0,0.0,0,5,8,1128,0.0,2002,2002
786,390.0,2.0,No,0,Unf,698,0.0,624,Unf,1999.0,1176,TA,6000,50.0,0.0,0,9,6,698,0.0,1937,2000
1095,0.0,2.0,Gd,513,ALQ,75,0.0,264,Unf,1958.0,1095,TA,10382,75.0,105.0,0,5,6,588,0.0,1958,1958
912,912.0,4.0,Av,0,Unf,912,0.0,0,None,1980.0,1824,TA,9400,94.0,0.0,0,5,6,912,0.0,1971,1971
1108,0.0,3.0,No,0,Unf,637,0.0,280,Unf,1930.0,1108,Gd,7449,57.0,0.0,0,7,7,637,0.0,1930,1950
1493,0.0,3.0,Gd,994,GLQ,484,0.0,508,Fin,1997.0,1493,Gd,13125,75.0,215.0,39,5,6,1478,0.0,1997,1998
864,0.0,2.0,No,414,Unf,450,0.0,288,Unf,1959.0,864,Gd,7332,60.0,207.0,0,6,6,864,0.0,1959,1959
1680,0.0,3.0,No,144,LwQ,379,0.0,583,Fin,1998.0,1680,Gd,10140,78.0,0.0,73,5,7,1650,78.0,1998,1999
840,828.0,3.0,No,0,Unf,840,0.0,500,RFn,2003.0,1668,Gd,11317,72.0,101.0,68,5,7,840,0.0,2003,2003
1336,0.0,2.0,Mn,841,BLQ,324,0.0,375,Unf,1953.0,1336,TA,15750,90.0,56.0,0,5,5,1165,0.0,1953,1953
970,739.0,3.0,No,0,Unf,970,0.0,380,Unf,2004.0,1709,Gd,2522,24.0,50.0,40,5,6,970,0.0,2004,2006
741,622.0,3.0,No,0,Unf,622,0.0,528,Unf,1966.0,1363,TA,7740,60.0,0.0,0,7,4,622,0.0,1910,1950
912,514.0,3.0,No,0,Unf,912,0.0,216,Unf,1925.0,1426,Gd,7642,55.0,0.0,240,8,7,912,0.0,1918,1998
2217,0.0,4.0,Gd,351,ALQ,1043,0.0,621,Unf,1970.0,2217,Gd,15865,95.0,0.0,207,6,8,2217,0.0,1970,1970
896,448.0,3.0,No,0,Unf,896,0.0,240,Unf,1936.0,1344,TA,6240,69.0,0.0,114,4,5,896,0.0,1936,1950
1787,0.0,3.0,Gd,0,Unf,1753,0.0,748,RFn,2001.0,1787,Gd,14781,69.0,178.0,150,5,8,1753,0.0,2001,2002
1358,0.0,2.0,Av,720,GLQ,638,0.0,484,RFn,2004.0,1358,Gd,8198,59.0,146.0,30,5,7,1358,0.0,2004,2004
808,547.0,4.0,No,351,ALQ,112,0.0,0,None,1980.0,1355,TA,10106,62.0,0.0,0,7,5,644,0.0,1940,1999
1646,0.0,3.0,Av,0,Unf,1638,0.0,870,RFn,2007.0,1646,Gd,10656,67.0,274.0,80,5,8,1638,0.0,2006,2007
1428,0.0,3.0,No,0,Unf,1428,0.0,480,Fin,2007.0,1428,Gd,11639,95.0,0.0,120,5,7,1428,0.0,2007,2008
1572,1096.0,3.0,Av,1016,GLQ,556,0.0,726,Fin,2003.0,2668,Ex,13688,110.0,664.0,0,5,9,1572,0.0,2003,2004
1240,0.0,2.0,Av,0,Unf,1240,0.0,826,RFn,2006.0,1240,Gd,8556,74.0,0.0,93,5,7,1240,0.0,2006,2006
1028,776.0,3.0,No,0,Unf,994,0.0,442,Fin,1999.0,1804,Gd,7500,60.0,0.0,60,5,7,994,0.0,1999,1999
1048,0.0,2.0,No,0,Unf,993,0.0,280,Unf,1922.0,1048,TA,6380,58.0,0.0,0,6,5,993,0.0,1922,1950
1504,0.0,1.0,No,16,GLQ,1330,0.0,457,Fin,2005.0,1504,Gd,3182,43.0,16.0,0,5,7,1346,0.0,2005,2006
864,0.0,2.0,No,167,Rec,697,0.0,572,Unf,1957.0,864,TA,8172,60.0,0.0,0,7,5,864,0.0,1955,1990
1976,0.0,2.0,Gd,1350,Unf,626,0.0,908,RFn,2006.0,1976,Gd,14977,110.0,304.0,63,5,8,1976,0.0,2006,2007
1026,981.0,3.0,Av,765,GLQ,252,0.0,812,Unf,2008.0,2007,Ex,11003,85.0,160.0,52,5,10,1017,0.0,2008,2008
1236,0.0,2.0,No,600,GLQ,312,0.0,923,Unf,1957.0,1236,TA,7407,90.0,0.0,158,7,6,912,0.0,1957,1996
980,734.0,3.0,No,394,Unf,586,0.0,496,Unf,1988.0,1714,TA,10421,80.0,42.0,66,5,7,980,0.0,1988,1988
825,0.0,2.0,No,180,LwQ,0,0.0,720,RFn,1963.0,825,TA,8235,49.0,0.0,50,7,5,825,0.0,1955,1995
1276,0.0,3.0,No,0,Unf,1276,0.0,350,Unf,1958.0,1276,TA,9571,68.0,0.0,0,3,5,1276,0.0,1958,1958
774,656.0,3.0,No,0,Unf,384,0.0,400,RFn,2000.0,1430,TA,9967,76.0,0.0,0,5,7,384,0.0,2000,2000
672,0.0,2.0,No,344,Rec,328,0.0,234,Unf,1941.0,672,TA,9340,50.0,0.0,113,6,4,672,0.0,1941,1950
720,564.0,2.0,No,312,LwQ,408,0.0,240,Unf,1948.0,1284,TA,3500,50.0,0.0,35,7,5,720,0.0,1947,1950
1470,0.0,4.0,No,986,GLQ,484,0.0,696,Unf,1998.0,2630,Gd,9200,80.0,473.0,66,5,8,1470,0.0,1998,1998
694,0.0,3.0,No,365,LwQ,75,0.0,352,Unf,1990.0,694,Gd,4280,40.0,0.0,0,6,5,440,0.0,1913,2002
756,756.0,2.0,No,420,GLQ,336,0.0,440,Unf,2000.0,1512,Gd,2117,69.0,513.0,32,5,6,756,0.0,2000,2000
936,840.0,3.0,None,0,Unf,936,0.0,474,RFn,2002.0,1776,Gd,14006,65.0,144.0,96,5,7,936,0.0,2002,2002
831,829.0,3.0,No,0,Unf,831,0.0,493,RFn,2002.0,1660,Gd,8935,68.0,95.0,68,5,7,831,0.0,2002,2002
708,0.0,2.0,No,280,LwQ,140,0.0,0,Unf,1980.0,708,Fa,5330,50.0,0.0,0,7,4,420,164.0,1940,1950
1307,1051.0,5.0,No,0,Unf,907,0.0,360,Unf,1908.0,2358,TA,45600,75.0,0.0,40,8,6,907,0.0,1908,1997
1431,0.0,3.0,Av,560,GLQ,871,0.0,666,Fin,1999.0,1431,Gd,9017,68.0,0.0,35,5,7,1431,0.0,1999,1999
1494,0.0,3.0,Av,0,Unf,1494,0.0,840,RFn,2006.0,1494,Gd,10652,91.0,306.0,33,5,7,1494,160.0,2006,2007
774,656.0,3.0,No,250,GLQ,134,0.0,400,Fin,2000.0,1430,TA,7750,69.0,0.0,0,5,7,384,0.0,2000,2000
1118,0.0,3.0,Av,522,ALQ,574,0.0,358,Fin,1977.0,1118,TA,9880,76.0,0.0,0,6,6,1096,0.0,1977,1977
990,0.0,3.0,No,716,ALQ,274,0.0,576,Unf,1996.0,990,TA,13568,43.0,0.0,0,5,5,990,0.0,1995,1995
1050,1028.0,3.0,No,789,GLQ,245,0.0,836,Fin,2008.0,2078,Ex,10800,85.0,100.0,102,5,8,1034,0.0,2007,2008
1306,0.0,2.0,Mn,860,BLQ,132,0.0,756,Unf,1968.0,1306,TA,8712,64.0,0.0,0,7,5,992,0.0,1957,2000
1516,651.0,3.0,Gd,125,LwQ,36,0.0,518,RFn,1974.0,2167,Gd,17542,69.0,0.0,47,7,7,1192,0.0,1974,2003
1264,0.0,3.0,No,697,Rec,571,0.0,461,Unf,1960.0,1264,TA,9300,73.0,324.0,0,5,5,1268,0.0,1960,1960
1090,0.0,2.0,No,980,ALQ,110,0.0,450,Fin,2005.0,1090,TA,7024,60.0,0.0,49,5,5,1090,0.0,2005,2006
630,0.0,1.0,Av,509,GLQ,121,0.0,286,Unf,1970.0,630,TA,1477,21.0,0.0,0,4,4,630,0.0,1970,1970
1284,885.0,3.0,No,0,Unf,1284,0.0,647,RFn,2002.0,2169,Gd,9375,69.0,149.0,87,5,8,1284,0.0,2002,2002
902,0.0,3.0,No,599,GLQ,277,0.0,288,Unf,1967.0,902,TA,6173,69.0,75.0,0,6,5,876,0.0,1967,1967
1710,0.0,2.0,Gd,1400,Unf,310,0.0,866,RFn,2007.0,1710,Gd,13891,107.0,436.0,102,5,8,1710,0.0,2007,2008
1363,0.0,2.0,No,650,BLQ,178,0.0,288,Unf,1951.0,1363,TA,14559,75.0,70.0,42,7,5,1008,0.0,1951,2000
899,0.0,3.0,No,450,ALQ,414,0.0,288,Fin,1967.0,899,Gd,7800,65.0,89.0,0,7,5,864,0.0,1967,2004
1987,0.0,2.0,Gd,1314,GLQ,672,0.0,691,Fin,1994.0,1987,Gd,14303,91.0,554.0,36,5,8,1986,0.0,1994,1994
1056,0.0,0.0,No,1056,GLQ,0,0.0,576,Unf,1980.0,1056,TA,6979,64.0,0.0,56,5,6,1056,0.0,1980,1980
1067,0.0,2.0,No,442,BLQ,625,0.0,436,Unf,1996.0,1067,Gd,9600,60.0,0.0,0,7,4,1067,0.0,1950,1995
1728,0.0,4.0,No,1606,ALQ,122,0.0,560,Unf,1976.0,1728,TA,9297,63.0,0.0,0,5,5,1728,0.0,1976,1976
1306,0.0,1.0,Av,900,ALQ,406,0.0,624,Unf,2005.0,1306,Gd,5381,34.0,135.0,63,5,6,1306,0.0,2005,2005
1370,0.0,2.0,Mn,24,GLQ,1346,0.0,484,RFn,2006.0,1370,Gd,6442,44.0,178.0,49,5,8,1370,0.0,2006,2006
1220,870.0,3.0,No,1079,GLQ,141,0.0,556,RFn,1995.0,2090,Gd,10000,80.0,438.0,65,5,8,1220,0.0,1995,1996
768,0.0,2.0,Av,656,GLQ,112,0.0,396,Unf,1988.0,768,TA,8445,70.0,0.0,0,7,5,768,0.0,1972,2007
816,0.0,3.0,Av,816,GLQ,0,0.0,0,None,1980.0,816,TA,11841,81.0,104.0,32,5,6,816,0.0,1990,1990
1190,0.0,3.0,Av,803,ALQ,303,0.0,540,Unf,1962.0,1190,TA,7728,70.0,120.0,18,6,5,1106,0.0,1962,1962
1020,1037.0,3.0,No,223,Rec,794,0.0,180,Fin,1936.0,2057,Gd,11500,86.0,0.0,0,7,7,1017,0.0,1936,1987
1022,0.0,2.0,No,247,Unf,310,226.0,280,Unf,1956.0,1022,TA,7200,60.0,0.0,30,4,5,1022,0.0,1910,2006
1742,590.0,3.0,Av,1280,GLQ,402,0.0,846,Fin,2008.0,2332,Ex,12474,96.0,272.0,134,5,10,1682,0.0,2007,2008
1057,977.0,3.0,No,739,GLQ,318,0.0,645,RFn,1998.0,2034,Gd,9375,69.0,573.0,36,5,7,1057,0.0,1997,1998
816,0.0,2.0,No,816,Unf,0,0.0,816,Fin,1985.0,816,TA,6600,60.0,0.0,0,8,5,816,0.0,1982,2003
1097,0.0,3.0,No,0,Unf,1097,0.0,672,Unf,1995.0,1097,TA,10859,112.0,0.0,64,5,5,1097,0.0,1994,1995
849,811.0,3.0,No,326,LwQ,389,0.0,240,Unf,1939.0,1660,TA,11988,74.0,0.0,0,7,6,715,0.0,1934,1995
1344,0.0,3.0,Gd,1309,GLQ,35,0.0,784,Fin,1997.0,1344,TA,7060,78.0,200.0,0,5,7,1344,0.0,1997,1998
855,601.0,3.0,No,311,Unf,544,0.0,440,Unf,1978.0,1456,TA,2280,24.0,0.0,0,5,6,855,0.0,1978,1978
1542,1330.0,4.0,No,896,ALQ,434,0.0,619,Fin,1977.0,2872,TA,12227,69.0,424.0,282,7,6,1330,550.0,1977,1995
1112,438.0,2.0,No,812,GLQ,280,0.0,438,Fin,2007.0,1550,Gd,8125,65.0,100.0,168,5,7,1092,0.0,2006,2007
798,0.0,3.0,No,94,LwQ,641,0.0,220,Unf,1949.0,1487,TA,8741,52.0,0.0,140,4,6,735,0.0,1945,1950
912,0.0,3.0,Mn,832,GLQ,80,0.0,288,Unf,1962.0,912,Gd,6768,65.0,0.0,0,8,6,912,0.0,1961,1996
1082,871.0,3.0,Mn,0,Unf,1082,0.0,1043,RFn,2005.0,1953,Gd,10574,85.0,0.0,50,5,8,1082,0.0,2005,2006
918,0.0,2.0,No,0,Unf,918,0.0,264,Unf,1979.0,918,TA,7892,55.0,0.0,0,5,6,918,0.0,1979,1979
1287,0.0,3.0,No,72,ALQ,733,0.0,576,Fin,1997.0,1287,Gd,9830,69.0,0.0,17,7,5,1063,364.0,1959,2006
1489,0.0,3.0,No,0,Unf,1489,0.0,462,RFn,1968.0,1489,Gd,9156,69.0,0.0,0,7,6,1489,0.0,1968,1968
920,941.0,3.0,No,700,GLQ,216,0.0,492,RFn,2002.0,1861,Gd,13450,95.0,0.0,91,5,7,916,0.0,2002,2002
984,620.0,3.0,No,408,Unf,156,0.0,660,Unf,1977.0,1604,TA,10998,60.0,0.0,68,5,5,984,0.0,1941,1960
1182,1142.0,4.0,No,998,Unf,177,0.0,736,Fin,2005.0,2324,Ex,11924,85.0,286.0,21,5,9,1175,0.0,2005,2006
912,0.0,2.0,No,111,BLQ,522,0.0,297,Fin,1958.0,912,TA,7535,70.0,0.0,285,7,5,912,0.0,1958,1985
1713,0.0,3.0,Av,1088,GLQ,625,0.0,856,Fin,2004.0,1713,Ex,9591,76.0,262.0,26,5,8,1713,0.0,2004,2005
908,1020.0,4.0,No,0,Unf,1020,0.0,440,Unf,1910.0,1928,Fa,9142,69.0,0.0,60,8,6,1020,0.0,1910,1950
816,0.0,3.0,No,641,ALQ,175,0.0,264,Unf,1982.0,816,Gd,6600,60.0,0.0,0,9,5,816,0.0,1982,2008
596,596.0,3.0,Mn,0,Unf,596,0.0,189,Unf,1920.0,1192,TA,6402,60.0,0.0,0,5,5,596,0.0,1920,1950
764,677.0,2.0,No,0,Unf,776,0.0,492,Unf,1999.0,1441,Gd,2645,24.0,456.0,0,5,8,776,206.0,1999,2000
1163,0.0,3.0,No,256,ALQ,906,0.0,220,Unf,1955.0,1163,TA,5820,49.0,0.0,98,8,3,1162,0.0,1955,2005
991,956.0,3.0,No,222,GLQ,769,0.0,678,RFn,2004.0,1947,Gd,12552,100.0,0.0,136,5,7,991,0.0,2004,2005
1484,0.0,3.0,Av,712,GLQ,761,0.0,606,RFn,2004.0,1484,Gd,8400,70.0,109.0,35,5,7,1473,0.0,2004,2005
952,0.0,2.0,No,228,ALQ,724,0.0,283,Unf,1956.0,952,TA,8475,69.0,0.0,0,7,4,952,0.0,1956,1956
907,0.0,3.0,No,288,Rec,619,0.0,352,Unf,1964.0,907,TA,8593,77.0,0.0,0,6,4,907,0.0,1957,1957
1940,1254.0,4.0,Mn,428,BLQ,537,0.0,380,Unf,1934.0,3194,TA,12168,78.0,0.0,0,6,8,965,0.0,1934,1998
1269,0.0,2.0,No,24,GLQ,1232,0.0,430,Fin,2004.0,1269,Gd,3182,43.0,16.0,20,5,8,1256,146.0,2004,2005
1364,0.0,2.0,Av,659,GLQ,705,0.0,484,RFn,2005.0,1364,Gd,7052,43.0,240.0,36,5,7,1364,0.0,2005,2005
1221,0.0,2.0,No,410,GLQ,811,0.0,400,RFn,2004.0,1221,Gd,7500,62.0,0.0,113,5,7,1221,0.0,2004,2005
1013,0.0,2.0,No,0,Unf,1013,0.0,0,None,1980.0,1526,Fa,8470,105.0,0.0,0,2,3,1013,0.0,1915,1982
960,0.0,3.0,Av,789,ALQ,171,0.0,576,Unf,1970.0,960,TA,9873,60.0,160.0,288,5,4,960,0.0,1970,1970
